,year,SimMod2.6_co2,SimMod2.6_t,SimMod2.6_f,SimMod4.5_co2,SimMod4.5_t,SimMod4.5_f,SimMod6.0_co2,SimMod6.0_t,SimMod6.0_f,SimMod8.5_co2,SimMod8.5_t,SimMod8.5_f
10,1775,0.210595473843,-0.11090621791733639,-0.18473857621312595,0.210595473843,-0.11090621791733639,-0.18473857621312595,0.210595473843,-0.11090621791733639,-0.18473857621312595,0.210595473843,-0.11090621791733639,-0.18473857621312595
11,1776,0.230187020163,-0.1108554944858837,-0.18485180680035423,0.230187020163,-0.1108554944858837,-0.18485180680035423,0.230187020163,-0.1108554944858837,-0.18485180680035423,0.230187020163,-0.1108554944858837,-0.18485180680035423
12,1777,0.24977857015299995,-0.11078329133619276,-0.1848623809783057,0.24977857015299995,-0.11078329133619276,-0.1848623809783057,0.24977857015299995,-0.11078329133619276,-0.1848623809783057,0.24977857015299995,-0.11078329133619276,-0.1848623809783057
13,1778,0.269370116473,-0.11068650736496365,-0.1847735462115241,0.269370116473,-0.11068650736496365,-0.1847735462115241,0.269370116473,-0.11068650736496365,-0.1847735462115241,0.269370116473,-0.11068650736496365,-0.1847735462115241
14,1779,0.288961662793,-0.11056268067158166,-0.1845884754344817,0.288961662793,-0.11056268067158166,-0.1845884754344817,0.288961662793,-0.11056268067158166,-0.1845884754344817,0.288961662793,-0.11056268067158166,-0.1845884754344817
15,1780,0.308553212783,-0.11041006245363194,-0.18431105612575102,0.308553212783,-0.11041006245363194,-0.18431105612575102,0.308553212783,-0.11041006245363194,-0.18431105612575102,0.308553212783,-0.11041006245363194,-0.18431105612575102
16,1781,0.331814759103,-0.11032892151944808,-0.1843827650169983,0.331814759103,-0.11032892151944808,-0.1843827650169983,0.331814759103,-0.11032892151944808,-0.1843827650169983,0.331814759103,-0.11032892151944808,-0.1843827650169983
17,1782,0.351406305423,-0.11023962010471929,-0.18436440005330632,0.351406305423,-0.11023962010471929,-0.18436440005330632,0.351406305423,-0.11023962010471929,-0.18436440005330632,0.351406305423,-0.11023962010471929,-0.18436440005330632
18,1783,0.370997855413,-0.11003461124013002,-0.18382764817342068,0.370997855413,-0.11003461124013002,-0.18382764817342068,0.370997855413,-0.11003461124013002,-0.18382764817342068,0.370997855413,-0.11003461124013002,-0.18382764817342068
19,1784,0.390589401733,-0.10978536087029792,-0.18320571304464728,0.390589401733,-0.10978536087029792,-0.18320571304464728,0.390589401733,-0.10978536087029792,-0.18320571304464728,0.390589401733,-0.10978536087029792,-0.18320571304464728
20,1785,0.410180962733,-0.109494184698617,-0.18249751806885142,0.410180962733,-0.109494184698617,-0.18249751806885142,0.410180962733,-0.109494184698617,-0.18249751806885142,0.410180962733,-0.109494184698617,-0.18249751806885142
